OBJECT_NAME,OBJECT_ID,epoch_iso,mm_rev_day,ecc,inc_deg,raan_deg,argp_deg,mean_anom_deg,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,norad,ELEMENT_SET_NO,REV_AT_EPOCH,bstar,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,"Invalid query: ""GROUP=rocket-bodies&FORMAT=csv"" (GROUP=rocket-bodies not found)",label
STARLINK-34959,2025-179M,2025-09-04T22:00:03.000096,15.49192319,0.00016636,97.6025,288.6415,90.7294,36.1837,0.0,U,65246,999.0,373.0,-0.00027259779,-0.00014899,0.0,,Payload
STARLINK-34923,2025-179N,2025-09-04T22:00:03.000096,15.49168639,0.00014828,97.603,288.6425,87.6624,41.1853,0.0,U,65247,999.0,379.0,0.00021101562,0.00011389,0.0,,Payload
STARLINK-34962,2025-179P,2025-09-04T22:00:03.000096,15.49170197,0.00015902,97.6031,288.6429,81.6229,49.1414,0.0,U,65248,999.0,373.0,9.67891e-05,5.167e-05,0.0,,Payload
STARLINK-34925,2025-179Q,2025-09-04T22:00:03.000096,15.49161909,0.00014113,97.6028,288.6438,65.4081,67.2782,0.0,U,65249,999.0,373.0,0.00046212263,0.00025095,0.0,,Payload
STARLINK-34973,2025-179R,2025-09-04T22:00:03.000096,15.49166271,0.00015587,97.6028,288.6446,69.0355,65.5717,0.0,U,65250,999.0,373.0,0.000301389,0.00016317,0.0,,Payload
STARLINK-34989,2025-179S,2025-09-04T22:00:03.000096,15.49162032,0.00014426,97.6029,288.6453,72.1547,64.3745,0.0,U,65251,999.0,390.0,0.00045276949,0.00024584,0.0,,Payload
STARLINK-34961,2025-179T,2025-09-04T22:00:03.000096,15.49163556,0.00015334,97.6027,288.6464,70.1566,68.2904,0.0,U,65252,999.0,374.0,0.00045219848,0.00024554,0.0,,Payload
STARLINK-34933,2025-179U,2025-09-04T22:00:03.000096,15.49166992,0.00017048,97.6025,288.6477,86.8765,53.4953,0.0,U,65253,999.0,374.0,0.00025125823,0.00013582,0.0,,Payload
STARLINK-34979,2025-179V,2025-09-04T22:00:03.000096,15.49180482,0.00016202,97.603,288.6491,85.4878,58.7244,0.0,U,65254,999.0,374.0,-0.00038044259,-0.00020731,0.0,,Payload
STARLINK-34987,2025-179W,2025-09-04T22:00:03.000096,15.49171565,0.00015987,97.6031,288.6485,88.7802,53.5134,0.0,U,65255,999.0,373.0,-6.1272365e-05,-3.427e-05,0.0,,Payload
STARLINK-34971,2025-179X,2025-09-04T22:00:03.000096,15.4915762,0.00016158,97.6029,288.6499,68.3337,77.7964,0.0,U,65256,999.0,389.0,0.00060949914,0.00033159,0.0,,Payload
STARLINK-34966,2025-179Y,2025-09-04T22:00:03.000096,15.49160358,0.00014353,97.603,288.6508,75.5476,72.5022,0.0,U,65257,999.0,384.0,0.00059332436,0.00032275,0.0,,Payload
STARLINK-34980,2025-179Z,2025-09-04T22:00:03.000096,15.4916121,0.00015069,97.6031,288.6516,68.7937,81.1763,0.0,U,65258,999.0,373.0,0.00056642101,0.00030803,0.0,,Payload
2025-180A,2025-180A,2025-09-04T21:40:11.975232,15.1229727,0.00145684,97.4921,14.1447,225.5864,134.4175,0.0,U,65259,999.0,251.0,0.00098492675,0.00017055,0.0,,Payload
2025-180B,2025-180B,2025-09-04T21:43:44.555520,15.11889883,0.00142698,97.4941,14.1449,222.1816,137.8318,0.0,U,65260,999.0,250.0,0.00042078842,7.157e-05,0.0,,Payload
2025-180C,2025-180C,2025-09-04T15:22:14.590560,15.11918724,0.00144106,97.492,13.882,224.8059,135.2009,0.0,U,65261,999.0,246.0,0.000500985,8.542e-05,0.0,,Payload
2025-180D,2025-180D,2025-09-04T18:32:40.936992,15.11916518,0.00143214,97.4931,14.0154,220.6274,139.3889,0.0,U,65262,999.0,248.0,0.0005115868,8.724e-05,0.0,,Payload
2025-180E,2025-180E,2025-09-04T21:39:22.493088,15.12209826,0.00129763,97.4923,14.145,215.5976,144.439,0.0,U,65263,999.0,250.0,0.00034109436,5.838e-05,0.0,,Payload
ZK-1A R/B,2025-180F,2025-09-04T21:21:40.631904,15.58025405,0.01993554,97.5768,15.4534,329.7132,29.2719,0.0,U,65264,999.0,257.0,0.00077678841,0.00152332,8.310704e-06,,Rocket Body
BION-M 02,2025-181A,2025-09-04T22:23:35.233152,15.67339592,0.00116971,96.9245,315.544,224.8868,135.1449,0.0,U,65265,999.0,240.0,0.00033798212,0.00036496,0.0,,Payload
STARLINK-34922,2025-184A,2025-09-04T22:00:03.000096,15.70545061,0.00015677,97.5985,297.7187,91.3869,147.5678,0.0,U,65273,999.0,325.0,-0.013675786,-0.01475584,0.0,,Payload
STARLINK-34904,2025-184B,2025-09-04T22:00:03.000096,15.70541596,0.00019456,97.5979,297.7201,69.387,171.5478,0.0,U,65274,999.0,325.0,-0.014275025,-0.01561284,0.0,,Payload
STARLINK-34954,2025-184C,2025-09-04T22:00:03.000096,15.7053912,0.0001594,97.5986,297.7203,91.5157,151.2868,0.0,U,65275,999.0,325.0,-0.013648827,-0.01472718,0.0,,Payload
STARLINK-34968,2025-184D,2025-09-04T22:00:03.000096,15.70545121,0.00015601,97.5981,297.7208,87.8835,156.834,0.0,U,65276,999.0,325.0,-0.013689636,-0.01476896,0.0,,Payload
STARLINK-34935,2025-184E,2025-09-04T22:00:03.000096,15.70544935,0.00015885,97.5983,297.722,89.3951,157.2435,0.0,U,65277,999.0,325.0,-0.013687289,-0.01476681,0.0,,Payload
STARLINK-35000,2025-184F,2025-09-04T22:00:03.000096,15.70544865,0.00016374,97.5981,297.7227,81.9764,166.5821,0.0,U,65278,999.0,325.0,-0.013686043,-0.0147659,0.0,,Payload
STARLINK-35023,2025-184G,2025-09-04T22:00:03.000096,15.70483727,0.0001587,97.5982,297.7236,92.543,158.0041,0.0,U,65279,999.0,325.0,-0.013299781,-0.01436515,0.0,,Payload
STARLINK-35001,2025-184H,2025-09-04T22:00:03.000096,15.70499116,0.00017508,97.5981,297.7244,89.8232,162.646,0.0,U,65280,999.0,325.0,-0.013590697,-0.01465128,0.0,,Payload
STARLINK-35010,2025-184J,2025-09-04T22:00:03.000096,15.70517286,0.00015543,97.5979,297.725,87.611,166.7324,0.0,U,65281,999.0,325.0,-0.013430257,-0.01450728,0.0,,Payload
STARLINK-35021,2025-184K,2025-09-04T22:00:03.000096,15.70516227,0.00017222,97.5983,297.7261,80.3029,175.9734,0.0,U,65282,999.0,320.0,-0.013547775,-0.01461958,0.0,,Payload
STARLINK-35015,2025-184L,2025-09-04T22:00:03.000096,15.70540593,0.00016,97.5981,297.7264,92.9966,165.1701,0.0,U,65283,999.0,325.0,-0.013665691,-0.01474403,0.0,,Payload
STARLINK-35006,2025-184M,2025-09-04T22:00:03.000096,15.70542871,0.00015427,97.5977,297.7285,81.5011,180.5045,0.0,U,65284,999.0,325.0,-0.013682917,-0.01476125,0.0,,Payload
STARLINK-34995,2025-184N,2025-09-04T22:00:03.000096,15.70545548,0.00015881,97.5983,297.7274,95.371,164.7107,0.0,U,65285,999.0,325.0,-0.013680451,-0.01476066,0.0,,Payload
STARLINK-35048,2025-184P,2025-09-04T22:00:03.000096,15.70543034,0.00015498,97.5977,297.7294,87.0444,176.8826,0.0,U,65286,999.0,320.0,-0.01368724,-0.01476548,0.0,,Payload
STARLINK-35007,2025-184Q,2025-09-04T22:00:03.000096,15.70544482,0.00015336,97.5976,297.73,85.8979,179.9466,0.0,U,65287,999.0,319.0,-0.013684322,-0.0147634,0.0,,Payload
STARLINK-35018,2025-184R,2025-09-04T22:00:03.000096,15.70543629,0.00015338,97.5974,297.7306,92.4058,175.362,0.0,U,65288,999.0,325.0,-0.013689369,-0.01476773,0.0,,Payload
STARLINK-34845,2025-184S,2025-09-04T22:00:03.000096,15.70542371,0.00015072,97.5973,297.7315,90.5895,179.0991,0.0,U,65289,999.0,325.0,-0.013670799,-0.01474926,0.0,,Payload
STARLINK-34984,2025-184T,2025-09-04T22:00:03.000096,15.70543692,0.00015453,97.5971,297.7322,90.6784,180.9295,0.0,U,65290,999.0,325.0,-0.013679177,-0.01475816,0.0,,Payload
STARLINK-35002,2025-184U,2025-09-04T22:00:03.000096,15.70542428,0.00013763,97.5976,297.7337,95.4673,179.9811,0.0,U,65291,999.0,325.0,-0.013665,-0.01474298,0.0,,Payload
STARLINK-35017,2025-184V,2025-09-04T22:00:03.000096,15.70542795,0.00015043,97.5975,297.7333,88.8824,184.6475,0.0,U,65292,999.0,320.0,-0.013680485,-0.01475866,0.0,,Payload
STARLINK-34951,2025-184W,2025-09-04T22:00:03.000096,15.70541832,0.00014844,97.5976,297.7361,89.7202,189.5722,0.0,U,65293,999.0,325.0,-0.013671074,-0.01474908,0.0,,Payload
STARLINK-34613,2025-184X,2025-09-04T22:00:03.000096,15.70542756,0.00015024,97.5983,297.7358,90.6052,186.7665,0.0,U,65294,999.0,325.0,-0.013685357,-0.01476325,0.0,,Payload
STARLINK-34834,2025-184Y,2025-09-04T22:00:03.000096,15.70457371,0.00015658,97.598,297.7388,76.8217,206.3754,0.0,U,65295,999.0,325.0,-0.012840468,-0.01391125,0.0,,Payload
STARLINK-34872,2025-184Z,2025-09-04T22:00:03.000096,15.70536248,0.00013956,97.5977,297.7371,85.594,195.6214,0.0,U,65296,999.0,325.0,-0.01360232,-0.01468023,0.0,,Payload
2025-185A,2025-185A,2025-09-04T19:35:40.827264,14.70494102,0.00138443,97.9712,330.3502,271.4235,88.5385,0.0,U,65297,999.0,174.0,0.00093359072,5.624e-05,0.0,,Payload
2025-185B,2025-185B,2025-09-02T18:35:19.199328,14.70437792,0.00135565,97.9716,328.3549,276.2694,83.6968,0.0,U,65298,999.0,145.0,0.0022031704,0.00013336,0.0,,Payload
2025-185C,2025-185C,2025-09-02T15:19:20.090208,14.70478757,0.0013031,97.9714,328.2207,278.3742,81.5987,0.0,U,65299,999.0,142.0,0.00032967684,1.952e-05,0.0,,Payload
2025-185D,2025-185D,2025-09-04T21:16:15.174336,14.70041353,0.0010121,97.9701,330.412,261.3311,98.6748,0.0,U,65300,999.0,176.0,0.00044404785,2.619e-05,0.0,,Payload
2025-185E,2025-185E,2025-09-02T18:34:37.300512,14.70505218,0.00136882,97.9716,328.3552,274.3312,85.6331,0.0,U,65301,999.0,145.0,0.0016062391,9.719e-05,0.0,,Payload
2025-185F,2025-185F,2025-09-02T16:56:20.804640,14.70535649,0.00140014,97.971,328.2872,274.2758,85.6848,0.0,U,65302,999.0,144.0,0.00063229457,3.796e-05,0.0,,Payload
ELECTRON R/B,2025-185G,2025-09-04T08:22:54.182208,16.34376737,0.0074416,97.9414,331.8229,201.8355,157.9764,0.0,U,65303,999.0,179.0,0.00039868,0.15673738,1.9122e-06,,Rocket Body
DRAGON CRS-33,2025-186A,2025-09-04T21:00:39.807072,15.50106511,0.00042026,51.6333,272.1007,300.0196,60.0376,0.0,U,65304,999.0,11.0,0.00018689979,0.00010266,0.0,,Payload
HULIANWANG DIGUI 10A,2025-187A,2025-09-04T22:33:19.702368,14.03816864,0.00070615,50.0046,169.8782,302.2244,57.7975,0.0,U,65305,999.0,143.0,3.84566e-05,-9e-07,0.0,,Payload
HULIANWANG DIGUI 10B,2025-187B,2025-09-04T17:23:04.822368,14.04559958,0.00052442,50.0113,170.7422,302.4741,57.5657,0.0,U,65306,999.0,140.0,4.1041847e-05,-8.6e-07,0.0,,Payload
HULIANWANG DIGUI 10C,2025-187C,2025-09-04T22:26:13.137792,14.05912747,0.00045998,50.0136,169.8529,309.0959,50.9537,0.0,U,65307,999.0,143.0,3.3346674e-05,-9.7e-07,0.0,,Payload
HULIANWANG DIGUI 10D,2025-187D,2025-09-04T22:37:44.963328,14.03824411,0.00071542,50.0004,169.8882,297.9547,62.0633,0.0,U,65308,999.0,143.0,3.3510363e-05,-9.8e-07,0.0,,Payload
HULIANWANG DIGUI 10E,2025-187E,2025-09-04T22:36:17.168832,14.03795311,0.00063663,50.0083,169.8865,288.6742,71.3471,0.0,U,65309,999.0,143.0,3.3840896e-05,-9.8e-07,0.0,,Payload
HULIANWANG DIGUI 10F,2025-187F,2025-09-04T20:46:46.746912,14.04924907,0.00057021,50.0189,170.1546,309.2674,50.7725,0.0,U,65310,999.0,142.0,3.9051928e-05,-8.9e-07,0.0,,Payload
HULIANWANG DIGUI 10G,2025-187G,2025-09-04T22:41:56.266368,14.03824975,0.00073207,50.0028,169.9071,294.9112,65.1032,0.0,U,65311,999.0,143.0,3.2071252e-05,-1.01e-06,0.0,,Payload
HULIANWANG DIGUI 10H,2025-187H,2025-09-04T22:34:44.020992,14.03825736,0.00053592,50.004,169.8778,289.1666,70.8659,0.0,U,65312,999.0,143.0,3.4365988e-05,-9.7e-07,0.0,,Payload
HULIANWANG DIGUI 10J,2025-187J,2025-09-04T22:31:54.609600,14.03800167,0.00063249,50.0073,169.8736,310.0899,49.945,0.0,U,65313,999.0,143.0,3.8976091e-05,-9e-07,0.0,,Payload
CZ-8A R/B,2025-187K,2025-09-04T23:20:59.214912,14.30469394,0.01162603,50.0063,168.0276,118.8365,242.4279,0.0,U,65314,999.0,146.0,2.7587017e-05,-8.9e-07,0.0,,Rocket Body
PELICAN-300A,2025-188A,2025-09-04T21:21:58.921056,15.35367092,0.00039248,97.2529,322.4334,124.0036,236.1581,0.0,U,65315,999.0,140.0,0.00030368374,0.00010358,0.0,,Payload
PELICAN-300B,2025-188B,2025-09-04T21:24:05.694048,15.35120759,0.00049252,97.2572,322.4357,128.55,231.6186,0.0,U,65316,999.0,140.0,0.00033046261,0.00011193,0.0,,Payload
NAOS,2025-188C,2025-09-04T21:23:51.776736,15.35263372,0.00051031,97.2532,322.4318,129.1665,231.0033,0.0,U,65317,999.0,140.0,0.00066983063,0.00022905,0.0,,Payload
2025-188D,2025-188D,2025-09-04T21:31:43.706496,14.89966915,0.000541,97.7655,322.5612,106.6097,253.5715,0.0,U,65318,999.0,136.0,0.00053629112,5.115e-05,0.0,,Payload
FFLY03,2025-188E,2025-09-03T10:05:22.192800,14.89772133,0.00057284,97.7632,321.1056,103.0891,257.0966,0.0,U,65319,999.0,113.0,0.00045178602,4.279e-05,0.0,,Payload
FFLY01,2025-188F,2025-09-04T21:35:14.792928,14.8954226,0.00044743,97.7691,322.5646,87.8193,272.3537,0.0,U,65320,999.0,135.0,0.0003045815,2.85e-05,0.0,,Payload
2025-188G,2025-188G,2025-09-04T21:36:10.811232,14.89454247,0.00045831,97.7687,322.5626,80.7366,279.437,0.0,U,65321,999.0,135.0,0.00050037396,4.708e-05,0.0,,Payload
FFLY02,2025-188H,2025-09-04T21:36:56.901312,14.89347611,0.00047541,97.7679,322.5608,77.7688,282.4062,0.0,U,65322,999.0,135.0,0.00029696149,2.764e-05,0.0,,Payload
COSMOS 2251,1993-036A,2025-09-04T21:42:06.088032,14.33162809,0.00258849,74.0396,136.4651,246.0987,113.7452,0.0,U,22675,999.0,68357.0,6.8111107e-05,1.61e-06,0.0,,Payload
COSMOS 2251 DEB,1993-036E,2025-09-04T20:52:12.995904,14.32546367,0.00150294,74.0373,144.0989,190.0885,250.3741,0.0,U,33757,999.0,86580.0,5.8249542e-05,1.32e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036F,2025-09-04T20:06:13.235616,14.50593017,0.00172774,74.0293,41.1581,134.4421,342.3816,0.0,U,33758,999.0,86870.0,0.0013919407,5.446e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036H,2025-09-04T18:04:38.656416,14.35579817,0.00212919,74.0301,103.1155,230.4939,207.1084,0.0,U,33760,999.0,86704.0,0.00015233611,4.14e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036J,2025-09-04T21:16:58.317312,14.42108286,0.00232055,74.035,75.5048,184.5693,293.0795,0.0,U,33761,999.0,86809.0,0.00069643009,2.271e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036K,2025-09-04T18:21:32.241600,14.33622324,0.00161254,74.0413,130.9731,224.0184,197.8824,0.0,U,33762,999.0,86629.0,8.044748e-05,1.97e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036M,2025-09-04T22:21:07.951392,14.39207739,0.00219348,74.0314,95.0718,84.1859,26.6724,0.0,U,33764,999.0,86735.0,0.00045782865,1.397e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036N,2025-09-04T18:45:18.501696,15.01939453,0.00799302,74.0133,16.263,134.0154,341.7389,0.0,U,33765,999.0,88129.0,0.0035344493,0.00049852,0.0,,Debris
COSMOS 2251 DEB,1993-036P,2025-09-04T12:18:49.223808,14.3452781,0.00631604,74.1889,315.1025,188.0966,171.9174,0.0,U,33766,999.0,86322.0,0.00075316259,2.149e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036R,2025-09-04T20:57:47.104704,13.58364055,0.0366978,74.0715,19.4049,199.3435,286.0898,0.0,U,33768,999.0,81953.0,0.00076434418,8.41e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036U,2025-09-04T17:48:48.862080,14.67392554,0.00195064,74.0471,2.2564,61.9815,54.9552,0.0,U,33779,999.0,87074.0,0.0017342147,9.816e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036X,2025-09-04T08:28:20.406144,14.40056524,0.00214562,74.0315,101.2981,196.5972,343.3496,0.0,U,33782,999.0,86695.0,0.00050066641,1.557e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036AA,2025-09-04T11:57:43.163136,14.68022117,0.00212607,73.8666,254.078,228.2879,293.9892,0.0,U,33785,999.0,87049.0,0.0019862966,0.00011416,0.0,,Debris
COSMOS 2251 DEB,1993-036AE,2025-09-04T11:15:01.473120,13.88550189,0.02398736,74.0616,255.8479,33.7166,114.9193,0.0,U,33789,999.0,83717.0,0.00063327398,9.35e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036AG,2025-09-04T22:33:13.515264,14.424211,0.00266743,74.1732,219.4151,78.0353,344.3455,0.0,U,33791,999.0,86627.0,0.0012871717,4.255e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036AH,2025-09-04T20:55:28.697952,13.45603855,0.04310912,73.9001,143.2085,225.816,210.5642,0.0,U,33792,999.0,81112.0,0.00063333504,6.37e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036AJ,2025-09-04T07:45:33.157152,14.27216862,0.0077146,73.9847,330.5191,143.1346,282.8726,0.0,U,33793,999.0,85788.0,0.0010495056,2.622e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036AL,2025-09-04T13:45:06.657408,14.9954912,0.00414728,74.0327,279.0836,26.4283,95.7001,0.0,U,33795,999.0,88532.0,0.0016129503,0.00020207,0.0,,Debris
COSMOS 2251 DEB,1993-036AN,2025-09-04T21:34:58.738944,14.57136589,0.00645346,74.0456,222.6895,333.9174,65.9881,0.0,U,33797,999.0,87545.0,0.00093691872,4.319e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036AP,2025-09-04T12:50:22.693632,14.44437338,0.00905334,74.0311,320.6578,106.2139,4.2669,0.0,U,33798,999.0,87161.0,0.00021568012,7.54e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036AQ,2025-09-04T13:05:22.091712,14.75579221,0.00311523,74.0323,276.487,8.0461,117.4653,0.0,U,33799,999.0,87346.0,0.0019602848,0.00013466,0.0,,Debris
COSMOS 2251 DEB,1993-036AW,2025-09-04T18:52:50.822976,14.57487419,0.00615332,74.032,139.5224,350.8827,9.1214,0.0,U,33805,999.0,87785.0,0.00045606286,2.096e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BC,2025-09-04T20:19:00.820128,14.99945144,0.00385652,73.8408,146.8695,251.6911,180.0264,0.0,U,33811,999.0,88533.0,0.0013603135,0.00017162,0.0,,Debris
COSMOS 2251 DEB,1993-036BE,2025-09-04T02:15:35.055936,15.46375502,0.00330747,74.0142,121.0382,199.6349,160.3591,0.0,U,33813,999.0,89038.0,0.002972279,0.00152896,0.0,,Debris
COSMOS 2251 DEB,1993-036BG,2025-09-04T21:44:17.035872,14.96145767,0.00216619,73.9645,20.0906,121.391,23.5726,0.0,U,33815,999.0,86883.0,0.0067828452,0.00077554,0.0,,Debris
COSMOS 2251 DEB,1993-036BH,2025-09-04T12:42:23.901984,13.81599524,0.02685583,73.8931,273.5355,305.0737,52.5463,0.0,U,33816,999.0,83303.0,0.0007148937,9.78e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036BK,2025-09-04T19:30:02.212704,15.03969285,0.00338934,74.0819,9.2272,31.1374,94.2767,0.0,U,33818,999.0,88371.0,0.0024739058,0.00034724,0.0,,Debris
COSMOS 2251 DEB,1993-036BL,2025-09-04T20:40:45.123168,14.31701315,0.00903924,74.1811,28.623,277.7746,206.3448,0.0,U,33819,999.0,86080.0,0.0010143804,2.806e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BN,2025-09-04T16:22:39.459360,15.18751286,0.00607582,74.0374,351.1013,52.1333,308.5337,0.0,U,33821,999.0,73494.0,0.0011471236,0.00025071,0.0,,Debris
COSMOS 2251 DEB,1993-036BP,2025-09-04T17:51:18.230400,14.12212328,0.01569471,74.0746,8.3117,78.3922,40.8071,0.0,U,33822,999.0,84656.0,0.0018381909,3.773e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BQ,2025-09-04T14:06:39.317184,13.98610895,0.02080655,73.8121,323.0364,105.1727,12.8996,0.0,U,33823,999.0,84223.0,0.00087217389,1.483e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BS,2025-09-04T22:36:38.342880,14.67856183,0.00863463,73.9837,219.6027,213.3855,207.1487,0.0,U,33825,999.0,87429.0,0.0014111401,8.506e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BT,2025-09-04T23:05:18.343104,14.49557947,0.0092493,74.0628,235.2318,305.1678,122.5648,0.0,U,33826,999.0,86337.0,0.002547072,0.00010308,0.0,,Debris
COSMOS 2251 DEB,1993-036BV,2025-09-04T23:10:57.597888,14.43846548,0.00291597,74.0461,61.6903,162.3539,319.4772,0.0,U,33828,999.0,86887.0,0.00080925138,2.746e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BX,2025-09-04T22:50:03.105312,14.75029351,0.00453568,74.0322,63.7548,210.6296,269.4837,0.0,U,33830,999.0,88014.0,0.0012527834,8.552e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036BZ,2025-09-04T12:24:36.125856,14.58828829,0.00261321,74.055,39.0016,97.0493,327.6622,0.0,U,33832,999.0,86977.0,0.0021720761,0.00010195,0.0,,Debris
COSMOS 2251 DEB,1993-036CC,2025-09-04T09:19:00.872256,14.60830369,0.00587737,74.0576,290.9128,8.1926,6.4374,0.0,U,33835,999.0,87338.0,0.00095957653,4.777e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CD,2025-09-04T22:05:42.243648,14.77024984,0.00238191,73.9968,93.5327,324.4085,153.5801,0.0,U,33836,999.0,62628.0,0.0013567422,9.593e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CE,2025-09-04T09:26:15.362304,14.50385193,0.00330636,74.0102,242.5805,129.6045,230.8043,0.0,U,33837,999.0,87355.0,0.0003992536,1.542e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CF,2025-09-04T12:48:31.069152,14.47930456,0.00257454,74.041,335.5296,121.6091,262.1584,0.0,U,33838,999.0,87133.0,0.00065812769,2.424e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CG,2025-09-04T19:59:56.685408,14.63956905,0.00851733,74.0405,36.4519,175.1262,309.25,0.0,U,33839,999.0,88132.0,0.00056739662,3.1e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CJ,2025-09-04T22:41:22.966080,14.37655364,0.00214055,74.036,99.9123,210.179,265.0998,0.0,U,33841,999.0,86694.0,0.00029049316,8.49e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036CK,2025-09-04T20:29:53.687904,14.42369583,0.00471301,74.0341,43.1471,176.6851,183.4628,0.0,U,33842,999.0,86911.0,0.00064057295,2.12e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CM,2025-09-04T10:00:22.866912,14.33382775,0.00507984,74.0645,234.0516,281.9679,230.8703,0.0,U,33844,999.0,86302.0,0.00068375278,1.887e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CR,2025-09-04T21:56:00.611808,14.43068406,0.00462564,74.032,181.3587,264.518,157.0338,0.0,U,33848,999.0,86405.0,0.0014688682,4.966e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CV,2025-09-04T13:48:18.678816,14.22824546,0.01167695,73.8014,282.8884,330.9973,153.043,0.0,U,33892,999.0,85544.0,0.00086564523,2.057e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CX,2025-09-04T19:03:00.007776,13.20925582,0.05760265,73.7645,142.1226,75.3437,291.0765,0.0,U,33894,999.0,79401.0,0.0029306059,2.852e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036CZ,2025-09-04T07:45:10.306080,14.18608626,0.0125383,73.7712,337.0977,169.9266,248.8587,0.0,U,33896,999.0,85330.0,0.0012474192,2.768e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DC,2025-09-04T11:49:36.801984,14.59829965,0.00613441,74.0525,275.0714,1.2174,113.8486,0.0,U,33899,999.0,87390.0,0.00096780812,4.723e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DD,2025-09-04T22:11:15.782208,14.57700101,0.00485463,74.0195,188.0287,0.6256,59.0481,0.0,U,33900,999.0,87596.0,0.00093327146,4.302e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DE,2025-09-04T11:10:12.214560,15.03120019,0.00495559,73.7676,257.1886,35.09,325.3534,0.0,U,33901,999.0,88016.0,0.0027258292,0.00037961,0.0,,Debris
COSMOS 2251 DEB,1993-036DJ,2025-09-04T19:14:46.083264,14.34859562,0.0056838,73.8877,139.6816,46.8764,20.2711,0.0,U,33905,999.0,86268.0,0.00099369843,2.848e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DK,2025-09-04T20:43:50.664576,14.54863673,0.00399173,74.0317,148.9936,210.4758,221.0214,0.0,U,33906,999.0,86569.0,0.0020657825,8.948e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DL,2025-09-04T22:36:43.079328,14.28930484,0.01248173,74.0689,212.8522,293.7402,121.4286,0.0,U,33907,999.0,85168.0,0.0032911453,9.026e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DM,2025-09-04T19:27:18.175392,14.06235052,0.02267934,73.8386,21.1495,63.0155,299.3943,0.0,U,33908,999.0,84082.0,0.0023025865,4.763e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DQ,2025-09-04T17:08:55.468896,14.71594852,0.00148364,74.0948,354.1452,328.909,159.493,0.0,U,33911,999.0,87186.0,0.0027019218,0.00016845,0.0,,Debris
COSMOS 2251 DEB,1993-036DR,2025-09-04T18:33:18.510624,14.51052622,0.00110235,74.037,16.0162,119.8359,1.1953,0.0,U,33912,999.0,86997.0,0.0012378078,4.881e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DS,2025-09-04T21:09:48.799584,14.4790994,0.00475515,74.0371,8.7621,136.1854,3.2802,0.0,U,33913,999.0,87026.0,0.0010185362,3.804e-05,0.0,,Debris
COSMOS 2251 DEB,1993-036DT,2025-09-04T22:03:55.213056,13.71793512,0.03052621,74.0909,177.9339,303.6225,120.2013,0.0,U,33914,999.0,82726.0,0.00055227303,6.72e-06,0.0,,Debris
COSMOS 2251 DEB,1993-036DU,2025-09-04T15:37:42.142080,14.34622791,0.01081818,74.0423,215.6298,331.1962,207.6031,0.0,U,33915,999.0,86336.0,0.0010274255,3.076e-05,0.0,,Debris
